id_hecho;n_victimas;fecha;aaaa;mm;dd;hora;hh;direccion_normalizada;calle;altura;cruce;otra_direccion;comuna;tipo_de_calle;geocodificacion_caba;longitud;latitud;participantes;victima;contraparte;gravedad;tipo_de_dato
LC-2019-0184558;1;2019-03-25;2019;3;25;12:30:00;12;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0184580;1;2019-03-25;2019;3;25;16:28:00;16;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0186800;1;2019-03-25;2019;3;25;12:27:00;12;BROWN, ALTE. AV. 240;BROWN, ALTE. AV.;240;;SD;SD;SD;Point (108920.473725 100086.160513);;;SD-SD;SD;SD;GRAVE;definitivo
LC-2019-0188624;1;2019-03-26;2019;3;26;20:17:00;20;SD;;;;SD;SD;SD;SD;SD;SD;MOTO-SD;MOTO;SD;SD;definitivo
LC-2019-0185937;1;2019-03-26;2019;3;26;07:00:00;7;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y AUTOPISTA 25 DE MAYO;AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI;;AUTOPISTA 25 DE MAYO;SD;SD;SD;Point (107701.097938776 100212.981286062);;;SD-SD;SD;SD;SD;definitivo
LC-2019-0187080;1;2019-03-26;2019;3;26;13:32:00;13;SD;;;;autopista Illia km 2.0, Barrio: No Especificada  , jurisdicción comisaria:;SD;AUTOPISTA;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0190939;1;2019-03-27;2019;3;27;16:15:00;16;SD;;;;SD;SD;SD;SD;SD;SD;BICICLETA-SD;BICICLETA;SD;SD;definitivo
LC-2019-0190222;1;2019-03-27;2019;3;27;12:00:00;12;SD;;;;SD;SD;SD;SD;SD;SD;PEATON-SD;PEATON;SD;SD;definitivo
LC-2019-0188966;1;2019-03-27;2019;3;27;22:30:00;22;PAZ, GRAL. AV. y VARELA, JOSE PEDRO;PAZ, GRAL. AV.;;VARELA, JOSE PEDRO;SD;SD;SD;Point (93871.7552770295 100830.808201215);;;SD-SD;SD;SD;SD;definitivo
LC-2019-0189498;1;2019-03-27;2019;3;27;07:05:00;7;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0190025;1;2019-03-27;2019;3;27;12:04:00;12;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0190469;1;2019-03-27;2019;3;27;14:07:00;14;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0190698;1;2019-03-27;2019;3;27;15:16:00;15;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0192885;1;2019-03-28;2019;3;28;11:05:00;11;SD;;;;GORRITI Y GODOY CRUZ , Barrio: No Especificada  , jurisdicción comisaria:;SD;SD;SD;SD;SD;BICICLETA-SD;BICICLETA;SD;SD;definitivo
LC-2019-0192523;1;2019-03-28;2019;3;28;10:35:00;10;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0193123;1;2019-03-28;2019;3;28;13:44:00;13;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0195313;1;2019-03-29;2019;3;29;10:33:00;10;SD;;;;SD;SD;SD;SD;SD;SD;BICICLETA-SD;BICICLETA;SD;SD;definitivo
LC-2019-0196353;1;2019-03-29;2019;3;29;11:35:00;11;SD;;;;SD;SD;SD;SD;SD;SD;MOTO-SD;MOTO;SD;SD;definitivo
LC-2019-0194978;1;2019-03-29;2019;3;29;08:38:00;8;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0195651;1;2019-03-29;2019;3;29;11:42:00;11;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0195662;1;2019-03-29;2019;3;29;11:42:00;11;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0195876;1;2019-03-29;2019;3;29;13:29:00;13;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0196417;1;2019-03-29;2019;3;29;13:50:00;13;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0199192;1;2019-03-31;2019;3;31;20:45:00;20;FITZ ROY y GORRITI;FITZ ROY;;GORRITI;SD;SD;SD;Point (102395.449849455 104919.359425713);;;SD-SD;SD;SD;SD;definitivo
LC-2019-0199790;1;2019-03-31;2019;3;31;11:00:00;11;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0200403;1;2019-03-31;2019;3;31;20:20:00;20;CRAMER AV. 3161;CRAMER AV.;3161;;SD;SD;SD;Point (99447.4812673 108189.520719);;;SD-SD;SD;SD;SD;definitivo
LC-2019-0200924;1;2019-04-01;2019;4;1;09:43:00;9;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0201194;1;2019-04-01;2019;4;1;11:01:00;11;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0201649;4;2019-04-01;2019;4;1;13:09:00;13;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0202267;1;2019-04-01;2019;4;1;14:10:00;14;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0203562;1;2019-04-01;2019;4;1;23:15:00;23;ECHEVERRIA 3241;ECHEVERRIA;3241;;SD;SD;SD;Point (99932.268761 106819.242245);;;SD-SD;SD;SD;GRAVE;definitivo
LC-2019-0209113;1;2019-04-03;2019;4;3;11:30:00;11;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0209463;1;2019-04-04;2019;4;4;16:13:00;16;SD;;;;SD;SD;SD;SD;SD;SD;BICICLETA-SD;BICICLETA;SD;SD;definitivo
LC-2019-0208128;1;2019-04-04;2019;4;4;04:00:00;4;SD;;;;SD;SD;SD;SD;SD;SD;MOTO-SD;MOTO;SD;SD;definitivo
LC-2019-0207780;1;2019-04-04;2019;4;4;23:45:00;23;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0210339;1;2019-04-04;2019;4;4;19:00:00;19;SD;;;;SD;SD;SD;SD;;;SD-SD;SD;SD;GRAVE;definitivo
LC-2019-0217381;1;2019-04-04;2019;4;4;18:25:00;18;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0218851;1;2019-04-05;2019;4;5;18:20:00;18;SD;;;;SD;SD;SD;SD;SD;SD;AUTO-SD;AUTO;SD;SD;definitivo
LC-2019-0211715;1;2019-04-05;2019;4;5;11:10:00;11;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0211721;1;2019-04-05;2019;4;5;11:10:00;11;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0212362;1;2019-04-05;2019;4;5;13:00:00;13;SD;;;;SD;SD;SD;SD;;;SD-SD;SD;SD;GRAVE;definitivo
LC-2019-0212423;1;2019-04-05;2019;4;5;14:00:00;14;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0212907;2;2019-04-05;2019;4;5;16:35:00;16;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0213766;1;2019-04-05;2019;4;5;23:50:00;23;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0277335;1;2019-04-05;2019;4;5;06:45:00;6;INDEPENDENCIA AV. y ENTRE RIOS AV.;INDEPENDENCIA AV.;;ENTRE RIOS AV.;SD;SD;SD;Point (106566.405299211 101230.398054136);;;SD-SD;SD;SD;GRAVE;definitivo
LC-2019-0214428;1;2019-04-06;2019;4;6;11:00:00;11;SD;;;;SD;SD;SD;SD;SD;SD;PEATON-SD;PEATON;SD;SD;definitivo
PFA-2019-0000084;1;2019-04-06;2019;4;6;20:40:00;20;ANCHORENA, TOMAS MANUEL DE, DR. 1400;ANCHORENA, TOMAS MANUEL DE, DR.;1400;;SD;SD;SD;Point (105317.156071 103967.51628);;;SD-SD;SD;SD;SD;definitivo
LC-2019-0216564;1;2019-04-07;2019;4;7;21:00:00;21;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0216572;1;2019-04-07;2019;4;7;20:00:00;20;SD;;;;AV. GRAL PAZ Y TANDIL 0, Barrio: No Especificada  , jurisdicción comisaria:;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0216628;1;2019-04-07;2019;4;7;21:00:00;21;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0241501;1;2019-04-07;2019;4;7;15:30:00;15;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0217460;1;2019-04-08;2019;4;8;11:35:00;11;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0218226;1;2019-04-08;2019;4;8;14:42:00;14;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0218233;1;2019-04-08;2019;4;8;13:10:00;13;SD;;;;Figueroa Alcorta, Pres. Av. y Castilla, Ramon, Mariscal 0, Barrio:   , jurisdicción comisaria:;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0218755;1;2019-04-08;2019;4;8;16:11:00;16;REPUBLICA ARABE SIRIA y DEL LIBERTADOR AV.;REPUBLICA ARABE SIRIA;;DEL LIBERTADOR AV.;SD;SD;SD;Point (104804.108629692 105819.478240621);;;SD-SD;SD;SD;SD;definitivo
LC-2019-0219131;1;2019-04-08;2019;4;8;18:53:00;18;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0221630;1;2019-04-09;2019;4;9;15:30:00;15;SD;;;;SD;SD;SD;SD;SD;SD;PEATON-SD;PEATON;SD;SD;definitivo
LC-2019-0219711;1;2019-04-09;2019;4;9;00:39:00;0;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0219789;1;2019-04-09;2019;4;9;02:20:00;2;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0221744;1;2019-04-09;2019;4;9;16:22:00;16;CORDOBA AV. y MEDRANO AV.;CORDOBA AV.;;MEDRANO AV.;SD;SD;SD;Point (103956.861250503 103494.401192279);;;SD-SD;SD;SD;sd;definitivo
LC-2019-0221785;1;2019-04-09;2019;4;9;17:15:00;17;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0553441;1;2019-04-09;2019;4;9;09:00:00;9;AIZPURUA y LE BRETON, TOMAS A.;AIZPURUA;;LE BRETON, TOMAS A.;SD;SD;SD;Point (96838.380622561 106013.637409543);;;SD-SD;SD;SD;SD;definitivo
LC-2019-0554682;1;2019-04-09;2019;4;9;15:40:00;15;EREZCANO AV. y FERRE;EREZCANO AV.;;FERRE;SD;SD;SD;Point (103802.650045843 96740.3200587061);;;SD-SD;SD;SD;GRAVE;definitivo
LC-2019-0242920;1;2019-04-10;2019;4;10;21:50:00;21;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0692519;1;2019-04-11;2019;4;11;08:35:00;8;LOS PATOS y ATUEL;LOS PATOS;;ATUEL;SD;SD;SD;Point (105108.575848009 98645.6202530295);;;SD-SD;SD;SD;sd;definitivo
LC-2019-0693713;1;2019-04-11;2019;4;11;14:00:00;14;SASTRE, MARCOS y NAZCA AV.;SASTRE, MARCOS;;NAZCA AV.;SD;SD;SD;Point (97718.6045028952 102859.120760793);;;SD-SD;SD;SD;sd;definitivo
LC-2019-0230930;1;2019-04-12;2019;4;12;19:00:00;19;SD;;;;SD;SD;SD;SD;SD;SD;BICICLETA-SD;BICICLETA;SD;SD;definitivo
LC-2019-0228274;1;2019-04-12;2019;4;12;00:43:00;0;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0229889;1;2019-04-12;2019;4;12;15:45:00;15;9 DE JULIO AV. y MEXICO;9 DE JULIO AV.;;MEXICO;SD;SD;SD;Point (107567.345572993 101551.342003785);;;SD-SD;SD;SD;SD;definitivo
LC-2019-0231204;1;2019-04-12;2019;4;12;18:30:00;18;SD;;;;Av. Gral. Paz y,1603, Saavedra  , Barrio: No Especificada  , jurisdicción comisaria:;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0767310;1;2019-04-12;2019;4;12;11:30:00;11;CHIVILCOY y LASCANO;CHIVILCOY;;LASCANO;SD;SD;SD;Point (96739.7390208205 101629.103922355);;;SD-SD;SD;SD;GRAVE;definitivo
LC-2019-0767753;1;2019-04-12;2019;4;12;09:35:00;9;OLAZABAL AV. 5061;OLAZABAL AV.;5061;;SD;SD;SD;Point (97957.5905131 105883.897297);;;SD-SD;SD;SD;SD;definitivo
LC-2019-0233241;4;2019-04-14;2019;4;14;05:30:00;5;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0233756;1;2019-04-14;2019;4;14;16:10:00;16;SD;;;;Autopista 25 de Mayo km 2.1 sentido provincia de buenos aires , Barrio: No Especificada  , jurisdicción comisaria:;SD;AUTOPISTA;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0240335;1;2019-04-16;2019;4;16;18:00:00;18;SD;;;;AUTOPISTA PERITO MORENO  KM 5.5, Barrio: No Especificada AUTOPISTA PERITO MORENO ALTURA CALLE LA FACULTAD , jurisdicción comisaria:;SD;AUTOPISTA;SD;SD;SD;AUTO-SD;AUTO;SD;SD;definitivo
LC-2019-0239810;1;2019-04-16;2019;4;16;16:15:00;16;SD;;;;SD;SD;SD;SD;SD;SD;MOTO-SD;MOTO;SD;SD;definitivo
LC-2019-0241665;1;2019-04-17;2019;4;17;12:10:00;12;SD;;;;AUTOPISTA 25 DE MAYO KILOMETRO 0,5 CON INTERCEPCION AV. VARELA , Barrio: No Especificada  , jurisdicción comisaria:;SD;AUTOPISTA;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0244630;1;2019-04-18;2019;4;18;17:54:00;17;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0245995;1;2019-04-19;2019;4;19;19:39:00;19;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0246761;2;2019-04-20;2019;4;20;13:19:00;13;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0248406;1;2019-04-21;2019;4;21;21:41:00;21;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0251582;1;2019-04-22;2019;4;22;20:33:00;20;SD;;;;Autopista 25 de Mayo  KM 2.7, Barrio: No Especificada  , jurisdicción comisaria:;SD;AUTOPISTA;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0256664;1;2019-04-23;2019;4;23;08:40:00;8;SD;;;;SD;SD;SD;SD;SD;SD;BICICLETA-SD;BICICLETA;SD;SD;definitivo
LC-2019-0253036;1;2019-04-23;2019;4;23;10:45:00;10;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0257390;1;2019-04-24;2019;4;24;20:25:00;20;SD;;;;SD;SD;SD;SD;SD;SD;BICICLETA-SD;BICICLETA;SD;SD;definitivo
LC-2019-0257188;1;2019-04-24;2019;4;24;19:16:00;19;SD;;;;Araujo y Peron, Eva Av. 0, Barrio:   , jurisdicción comisaria:;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0260001;1;2019-04-25;2019;4;25;19:26:00;19;SD;;;;SD;SD;SD;SD;SD;SD;PEATON-SD;PEATON;SD;SD;definitivo
LC-2019-0261513;1;2019-04-26;2019;4;26;07:15:00;7;SD;;;;Sarandi y Yrigoyen, Hipolito , Barrio: No Especificada  , jurisdicción comisaria:;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0262627;1;2019-04-26;2019;4;26;19:06:00;19;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0262925;1;2019-04-26;2019;4;26;20:00:00;20;SD;;;;Autopista 25 de Mayo Kilometro 1,5  , Barrio: No Especificada  , jurisdicción comisaria:;SD;AUTOPISTA;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0262949;1;2019-04-26;2019;4;26;23:00:00;23;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0263016;2;2019-04-27;2019;4;27;01:50:00;1;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0264686;1;2019-04-28;2019;4;28;17:45:00;17;SAN MARTIN AV. y NAZCA AV.;SAN MARTIN AV.;;NAZCA AV.;SD;SD;SD;Point (97283.9232633065 103571.945679559);;;SD-SD;SD;SD;GRAVE;definitivo
LC-2019-0265620;2;2019-04-28;2019;4;28;23:40:00;23;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0267054;1;2019-04-29;2019;4;29;14:27:00;14;SD;;;;Thames y Cabrera , Barrio: No Especificada  , jurisdicción comisaria:;SD;SD;SD;SD;SD;MOTO-SD;MOTO;SD;SD;definitivo
LC-2019-0265076;1;2019-04-29;2019;4;29;14:00:00;14;BOYACA y MENDEZ DE ANDES;BOYACA;;MENDEZ DE ANDES;SD;SD;SD;Point (100209.32320217 100981.467455857);;;SD-SD;SD;SD;GRAVE;definitivo
LC-2019-0267739;1;2019-04-29;2019;4;29;14:37:00;14;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0271621;1;2019-05-01;2019;5;1;23:30:00;23;YRIGOYEN, HIPOLITO 3026;YRIGOYEN, HIPOLITO;3026;;SD;SD;SD;Point (104965.272544 101970.615793);;;SD-SD;SD;SD;SD;definitivo
LC-2019-0272290;1;2019-05-02;2019;5;2;10:51:00;10;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0275832;4;2019-05-03;2019;5;3;15:11:00;15;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0293949;1;2019-05-03;2019;5;3;16:30:00;16;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0211151;1;2019-05-04;2019;5;4;09:36:00;9;CERVI?O AV. y BULLRICH, INT. AV.;CERVI?O AV.;;BULLRICH, INT. AV.;SD;SD;SD;Point (103515.239589465 106068.933643312);;;SD-SD;SD;SD;GRAVE;definitivo
LC-2019-0277531;1;2019-05-04;2019;5;4;09:50:00;9;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0278375;1;2019-05-04;2019;5;4;20:50:00;20;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0279052;1;2019-05-05;2019;5;5;14:02:00;14;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0281781;2;2019-05-06;2019;5;6;15:40:00;15;SD;;;;Garay, Juan De Av. y Pasco 0, Barrio:   , jurisdicción comisaria:;SD;SD;SD;SD;SD;MOTO-SD;MOTO;SD;SD;definitivo
LC-2019-0281570;1;2019-05-06;2019;5;6;13:00:00;13;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0282898;1;2019-05-07;2019;5;7;08:00:00;8;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0284813;1;2019-05-07;2019;5;7;17:20:00;17;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0288003;1;2019-05-08;2019;5;8;20:36:00;20;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0290523;1;2019-05-09;2019;5;9;14:10:00;14;SD;;;;SD;SD;SD;SD;SD;SD;AUTO-SD;AUTO;SD;SD;definitivo
LC-2019-0290672;1;2019-05-09;2019;5;9;18:30:00;18;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0624603;1;2019-05-10;2019;5;10;15:00:00;15;NAZCA AV. 768;NAZCA AV.;768;;SD;SD;SD;Point (99115.6647611 100631.652736);;;SD-SD;SD;SD;SD;definitivo
LC-2019-0695075;1;2019-05-11;2019;5;11;06:45:00;6;CABILDO AV. y MENDOZA;CABILDO AV.;;MENDOZA;SD;SD;SD;Point (100531.51268586 107563.881866533);;;SD-SD;SD;SD;GRAVE;definitivo
LC-2019-0295319;1;2019-05-12;2019;5;12;07:43:00;7;SD;;;;SD;SD;SD;SD;SD;SD;MOTO-SD;MOTO;SD;SD;definitivo
LC-2019-0295317;1;2019-05-12;2019;5;12;06:00:00;6;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0771748;1;2019-05-12;2019;5;12;15:10:00;15;RIVADAVIA AV. y PIEDRAS;RIVADAVIA AV.;;PIEDRAS;SD;SD;SD;Point (107840.938784212 102332.950799733);;;SD-SD;SD;SD;GRAVE;definitivo
LC-2019-0772097;1;2019-05-12;2019;5;12;19:35:00;19;IRIARTE, GRAL. AV. y MONTESQUIEU;IRIARTE, GRAL. AV.;;MONTESQUIEU;SD;SD;SD;Point (106110.878590585 97539.5037375864);;;SD-SD;SD;SD;GRAVE;definitivo
LC-2019-0298452;2;2019-05-13;2019;5;13;12:20:00;12;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0299185;1;2019-05-13;2019;5;13;20:45:00;20;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0300245;1;2019-05-14;2019;5;14;11:36:00;11;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0300659;1;2019-05-14;2019;5;14;11:00:00;11;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0302055;1;2019-05-14;2019;5;14;20:09:00;20;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0302854;1;2019-05-15;2019;5;15;09:00:00;9;SD;;;;SD;SD;SD;SD;SD;SD;MOTO-SD;MOTO;SD;SD;definitivo
LC-2019-0305446;1;2019-05-16;2019;5;16;08:00:00;8;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0305471;1;2019-05-16;2019;5;16;09:21:00;9;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0310070;1;2019-05-17;2019;5;17;17:30:00;17;SD;;;;SD;SD;SD;SD;SD;SD;MOTO-SD;MOTO;SD;SD;definitivo
LC-2019-0308262;1;2019-05-17;2019;5;17;08:37:00;8;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0308470;1;2019-05-17;2019;5;17;10:08:00;10;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0310392;1;2019-05-17;2019;5;17;20:15:00;20;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0310683;1;2019-05-18;2019;5;18;03:30:00;3;IRALA y CALIFORNIA;IRALA;;CALIFORNIA;SD;SD;SD;Point (108981.383823319 98217.3406149429);;;SD-SD;SD;SD;SD;definitivo
LC-2019-0310894;1;2019-05-18;2019;5;18;07:45:00;7;ALBERDI, JUAN BAUTISTA AV. 255;ALBERDI, JUAN BAUTISTA AV.;255;;SD;SD;SD;Point (102893.2777 100737.847703);;;SD-SD;SD;SD;sd;definitivo
LC-2019-0311229;1;2019-05-18;2019;5;18;12:10:00;12;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0311702;1;2019-05-18;2019;5;18;18:00:00;18;PAZ, GRAL. AV. y DONADO;PAZ, GRAL. AV.;;DONADO;SD;SD;SD;Point (97098.4845874882 109019.961155775);;;SD-SD;SD;SD;GRAVE;definitivo
LC-2019-0312292;1;2019-05-19;2019;5;19;11:14:00;11;SD;;;;SD;SD;SD;SD;SD;SD;UTILITARIO-SD;UTILITARIO;SD;SD;definitivo
LC-2019-0315394;1;2019-05-20;2019;5;20;19:52:00;19;JURAMENTO y ALVAREZ THOMAS AV.;JURAMENTO;;ALVAREZ THOMAS AV.;SD;SD;SD;Point (98585.8772320891 106026.725618212);;;SD-SD;SD;SD;sd;definitivo
LC-2019-0316253;1;2019-05-21;2019;5;21;09:09:00;9;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0316255;1;2019-05-21;2019;5;21;08:30:00;8;DIRECTORIO AV. 700;DIRECTORIO AV.;700;;SD;SD;SD;Point (102413.54825 100078.939595);;;SD-SD;SD;SD;SD;definitivo
LC-2019-0317933;1;2019-05-21;2019;5;21;23:02:00;23;BAHIA BLANCA y SANTO TOME;BAHIA BLANCA;;SANTO TOME;SD;SD;SD;Point (96675.8181337914 101915.354827552);;;SD-SD;SD;SD;SD;definitivo
LC-2019-0318794;1;2019-05-22;2019;5;22;09:05:00;9;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0319697;1;2019-05-22;2019;5;22;10:30:00;10;CABILDO AV. y JURAMENTO AV.;CABILDO AV.;;JURAMENTO AV.;SD;SD;SD;Point (100606.166416781 107458.455022591);;;SD-SD;SD;SD;sd;definitivo
LC-2019-0321800;1;2019-05-23;2019;5;23;09:30:00;9;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0326188;1;2019-05-23;2019;5;23;23:20:00;23;DON PEDRO DE MENDOZA AV. 1501;DON PEDRO DE MENDOZA AV.;1501;;SD;SD;SD;Point (109805.284409 99107.7288703);;;SD-SD;SD;SD;GRAVE;definitivo
LC-2019-0324084;1;2019-05-24;2019;5;24;08:20:00;8;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0325661;1;2019-05-24;2019;5;24;08:00:00;8;SD;;;;SD;SD;SD;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0326076;1;2019-05-24;2019;5;24;23:12:00;23;SD;;;;autopista 9 De Julio Sur Km 350, Barrio: No Especificada Bajada de la Av. San Juan.  , jurisdicción comisaria:;SD;AUTOPISTA;SD;SD;SD;SD-SD;SD;SD;SD;definitivo
LC-2019-0329126;2;2019-05-27;2019;5;27;11:10:00;11;SD;;;;SD;SD;SD;SD;SD;SD;MOTO-SD;MOTO;SD;SD;definitivo
